"","volcano.number","volcano.name","country","primary.volcano.type","activity.evidence","last.known.eruption","region","subregion","lat","long","elevation..m.","dominant.rock.type","tectonic.setting","file","slab.dip","slab.depth","slab.strike","mx","my","optional"
"1943",283868,"Sumon","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",37.395,139.14,1537,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,139.14,37.395,TRUE
"1944",283869,"Sunagohara","Japan","Caldera",NA,NA,"Japan, Taiwan, Marianas","Honshu",37.454,139.688,729,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,139.688,37.454,TRUE
"1945",283870,"Nekoma","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",37.617,140.011,1404,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.011,37.617,TRUE
"1946",283871,"Aoso","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",38.082,140.611,820,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.611,38.082,TRUE
"1947",283872,"Shirataka","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",38.22,140.176,994,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.176,38.22,TRUE
"1948",283873,"Ganto-Kamuro","Japan","Stratovolcano(es)",NA,NA,"Japan, Taiwan, Marianas","Honshu",38.196,140.48,1485,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.48,38.196,TRUE
"1949",283874,"Adachi","Japan","Pyroclastic cone",NA,NA,"Japan, Taiwan, Marianas","Honshu",38.218,140.654,0,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.654,38.218,TRUE
"1950",283875,"Daito","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",38.299,140.527,1366,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.527,38.299,TRUE
"1951",283876,"Funagata","Japan","Stratovolcano(es)",NA,NA,"Japan, Taiwan, Marianas","Honshu",38.453,140.623,1500,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.623,38.453,TRUE
"1952",283877,"Gassan","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",38.546,140.03,1984,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.03,38.546,TRUE
"1953",283878,"Mukaimachi","Japan","Caldera",NA,NA,"Japan, Taiwan, Marianas","Honshu",38.75,140.52,657,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.52,38.75,TRUE
"1954",283879,"Onikobe","Japan","Caldera",NA,NA,"Japan, Taiwan, Marianas","Honshu",38.83,140.695,769,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.695,38.83,TRUE
"1955",283880,"Takamatsu","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",38.965,140.61,1348,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.61,38.965,TRUE
"1956",283881,"Kobinai","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",39.018,140.523,1004,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.523,39.018,TRUE
"1957",283882,"Yakeishi","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",39.161,140.832,1548,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.832,39.161,TRUE
"1958",283883,"Tazawa","Japan","Caldera(?)",NA,NA,"Japan, Taiwan, Marianas","Honshu",39.718,140.665,249,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.665,39.718,TRUE
"1959",283884,"Kayo","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",39.804,140.734,1254,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.734,39.804,TRUE
"1960",283885,"Nyuto-Takakura","Japan","Stratovolcano(es)",NA,NA,"Japan, Taiwan, Marianas","Honshu",39.802,140.842,1478,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.842,39.802,TRUE
"1961",283886,"Tamagawa","Japan","Caldera",NA,NA,"Japan, Taiwan, Marianas","Honshu",39.897,140.781,1300,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.781,39.897,TRUE
"1962",283887,"Moriyoshi","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",39.974,140.547,1454,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.547,39.974,TRUE
"1963",283888,"Kanpu","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",39.931,139.879,355,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,139.879,39.931,TRUE
"1964",283889,"Nanashigure","Japan","Lava dome",NA,NA,"Japan, Taiwan, Marianas","Honshu",40.066,141.109,1063,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,141.109,40.066,TRUE
"1965",283890,"Tashiro","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",40.426,140.412,1178,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.412,40.426,TRUE
"1966",283891,"Okiura","Japan","Caldera",NA,NA,"Japan, Taiwan, Marianas","Honshu",40.57,140.73,985,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.73,40.57,TRUE
"1967",283892,"Mutsu-Hiuchi-dake","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",41.436,141.056,781,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,141.056,41.436,TRUE
"1968",283896,"Kannabe","Japan","Shield",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.504,134.678,460,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",37.8798294067383,-127.80753326416,254.514999389648,134.678,35.504,TRUE
"1969",283897,"Daira-Komaga-take","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",40.41,140.255,1158,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.255,40.41,TRUE
"1970",283898,"Dorobu","Japan","Caldera",NA,NA,"Japan, Taiwan, Marianas","Honshu",36.898,139.579,1322,NA,"","Pleistocene",NA,NA,NA,139.579,36.898,TRUE
"1971",284043,"Mikura Seamount","Japan","Submarine",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.725,139.408,-321,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",NA,NA,NA,139.408,33.725,TRUE
"1972",284086,"Nichiyo Seamount","Japan","Submarine",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.482,140.327,-1042,NA,"Subduction zone / Crustal thickness unknown","Pleistocene",NA,NA,NA,140.327,29.482,TRUE
"1973",284087,"Getsuyo Seamount","Japan","Submarine",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.306,140.471,-1095,NA,"Subduction zone / Crustal thickness unknown","Pleistocene",NA,NA,NA,140.471,29.306,TRUE
"1974",284088,"Kayo Seamount","Japan","Submarine",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.064,140.537,-814,NA,"Subduction zone / Crustal thickness unknown","Pleistocene",NA,NA,NA,140.537,29.064,TRUE
"1975",284089,"Kinyo Seamount","Japan","Submarine",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.084,140.802,-838,NA,"Subduction zone / Crustal thickness unknown","Pleistocene",NA,NA,NA,140.802,28.084,TRUE
"1976",284144,"Kasuga 3","United States","Submarine",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.399,143.626,-1325,NA,"","Pleistocene",NA,NA,NA,143.626,21.399,TRUE
"1978",284800,"Udonejima","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.469,139.297,209,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",NA,NA,NA,139.297,34.469,TRUE
"1979",284801,"Onoharajima","Japan","Lava dome",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.045,139.387,114,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",NA,NA,NA,139.387,34.045,TRUE
"1980",284802,"Inamba-jima","Japan","Lava dome",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.648,139.302,74,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",NA,NA,NA,139.302,33.648,TRUE
"1983",285800,"Oshima Maru-yama","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Hokkaido",41.54,140.375,855,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.375,41.54,TRUE
"1984",285801,"Hakodate-yama","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Hokkaido",41.757,140.708,333,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.708,41.757,TRUE
"1985",285802,"Zenikame","Japan","Submarine",NA,NA,"Japan, Taiwan, Marianas","Hokkaido",41.737,140.855,-30,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.855,41.737,TRUE
"1986",285803,"E-san Maru-yama","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Hokkaido",41.849,141.097,691,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,141.097,41.849,TRUE
"1987",285804,"Yokotsu","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Hokkaido",41.935,140.775,1167,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,140.775,41.935,TRUE
"2014",285839,"Oshima-Ko-jima","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Hokkaido",41.355,139.811,282,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,139.811,41.355,TRUE
"2151",305801,"Jianghui Group","China","Pyroclastic cone",NA,NA,"Kamchatka and Mainland Asia","China (eastern)",31.95,118.95,0,NA,"Unknown","Pleistocene",NA,NA,NA,118.95,31.95,TRUE
"2152",305802,"Nushan","China","Cone",NA,NA,"Kamchatka and Mainland Asia","China (eastern)",33.12,118.75,0,NA,"Unknown","Pleistocene",NA,NA,NA,118.75,33.12,TRUE
"2158",305831,"Unnamed","China","Unknown",NA,NA,"Kamchatka and Mainland Asia","China (eastern)",23.3,116.15,0,NA,"Intraplate / Continental crust (>25 km)","Pleistocene",NA,NA,NA,116.15,23.3,TRUE
"2159",305832,"Longhai","China","Unknown",NA,NA,"Kamchatka and Mainland Asia","China (eastern)",24.5,117.5,0,NA,"Intraplate / Continental crust (>25 km)","Pleistocene",NA,NA,NA,117.5,24.5,TRUE
"2162",305835,"Huixian","China","Unknown",NA,NA,"Kamchatka and Mainland Asia","China (eastern)",36,115.25,0,NA,"Intraplate / Continental crust (>25 km)","Pleistocene",NA,NA,NA,115.25,36,TRUE
"2163",305840,"Heibei Plain","China","Unknown",NA,NA,"Kamchatka and Mainland Asia","China (eastern)",38,117.5,0,NA,"Intraplate / Continental crust (>25 km)","Pleistocene",NA,NA,NA,117.5,38,TRUE
"2166",305843,"Unnamed","China","Unknown",NA,NA,"Kamchatka and Mainland Asia","China (eastern)",38.75,115,0,NA,"Intraplate / Continental crust (>25 km)","Pleistocene",NA,NA,NA,115,38.75,TRUE
"2174",305855,"Kuandian","China","Pyroclastic cone(s)",NA,NA,"Kamchatka and Mainland Asia","China (eastern)",40.75,124.67,513,NA,"Unknown","Pleistocene",NA,NA,NA,124.67,40.75,TRUE
"2175",306800,"Kilchu-Myongch'on","North Korea","Volcanic field",NA,NA,"Kamchatka and Mainland Asia","Korea",41,129.7,0,NA,"Intraplate / Continental crust (>25 km)","Pleistocene",NA,NA,NA,129.7,41,TRUE
"2176",306801,"Koksan-Singye","North Korea","Shield",NA,NA,"Kamchatka and Mainland Asia","Korea",38.67,127.42,680,NA,"Intraplate / Continental crust (>25 km)","Pleistocene",NA,NA,NA,127.42,38.67,TRUE
